human_ensembl_gene_id,mouse_accession,mouse_ensembl_gene_id,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_prot
ENSG00000133020,P13542,ENSMUSG00000055775,0.952118017476672,-1.5105489071308094
ENSG00000133818,P62071,ENSMUSG00000055723,174.793684614049,-0.18362032563127997
ENSG00000133818,P62071,ENSMUSG00000055723,174.793684614049,-0.18362032563127997
ENSG00000137845,O35598,ENSMUSG00000054693,366.351592052348,-0.33939013666248224
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O88451,ENSMUSG00000040134,21018.388659971,1.8963235156176625
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000139547,O54909,ENSMUSG00000069456,2136.50975448488,-0.41769425477703914
ENSG00000159596,Q3KQJ0,ENSMUSG00000055900,164.68458590202,-1.399140418447288
ENSG00000163220,P31725,ENSMUSG00000056071,62.7870942438723,-1.1674203024583816
ENSG00000163220,P31725,ENSMUSG00000056071,62.7870942438723,-1.1674203024583816
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,138.377299000241,-1.7974556845719964
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,138.377299000241,-1.7974556845719964
ENSG00000136881,Q91X34,ENSMUSG00000039653,4242.30814982595,0.09432258717373769
ENSG00000136881,Q91X34,ENSMUSG00000039653,4242.30814982595,0.09432258717373769
ENSG00000137944,Q71RI9,ENSMUSG00000040213,3417.47049612755,0.2984037209441439
ENSG00000137944,Q71RI9,ENSMUSG00000040213,3417.47049612755,0.2984037209441439
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2666.53870364249,0.2984037209441439
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2666.53870364249,0.2984037209441439
ENSG00000145041,Q80TR8,ENSMUSG00000040325,395.979624140687,-2.307100145033132
ENSG00000147586,Q9CY16,ENSMUSG00000040269,552.560307636515,0.5129822356438832
ENSG00000147586,Q9CY16,ENSMUSG00000040269,552.560307636515,0.5129822356438832
ENSG00000148965,P31532,ENSMUSG00000040017,3417.17931116785,
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,6155.80149452335,1.1719799096894703
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,6155.80149452335,1.1719799096894703
ENSG00000153956,O08532,ENSMUSG00000040118,23.1500916380529,0.05174776629354914
ENSG00000162654,Q61107,ENSMUSG00000028268,670.422128567259,-1.303176450432985
ENSG00000162654,Q61107,ENSMUSG00000028268,670.422128567259,-1.303176450432985
ENSG00000162654,Q61107,ENSMUSG00000028268,670.422128567259,-1.303176450432985
ENSG00000162654,Q61107,ENSMUSG00000028268,670.422128567259,-1.303176450432985
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000163565,Q8BV49,ENSMUSG00000043263,68.9473396999435,-2.0193941166879665
ENSG00000165325,Q7M6Y5,ENSMUSG00000039977,0.960133320340268,-1.1320727675584752
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1381.48623918746,0.6560584505895718
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1381.48623918746,0.6560584505895718
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,171.520546505056,0.5044277481057426
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,171.520546505056,0.5044277481057426
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,3836.86664501607,0.14378033283361852
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,3836.86664501607,0.14378033283361852
ENSG00000112339,Q69ZS7,ENSMUSG00000019977,1267.61455373944,
ENSG00000112357,P97865,ENSMUSG00000020003,1035.49061626411,-0.0075437717726429985
ENSG00000112357,P97865,ENSMUSG00000020003,1035.49061626411,-0.0075437717726429985
ENSG00000112394,Q3U9N9,ENSMUSG00000019838,2011.8160400748,0.4920974185645628
ENSG00000112769,P97927,ENSMUSG00000019846,103.096320336143,-1.7209182447174745
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,561.032322599871,0.49457391186702115
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,561.032322599871,0.49457391186702115
ENSG00000114841,E9Q8T7,ENSMUSG00000019027,13.6505639077672,-0.15093680591027706
ENSG00000115956,Q9JHK5,ENSMUSG00000020120,100.63574212479,-1.2803678360008788
ENSG00000118520,Q61176,ENSMUSG00000019987,21726.8789564935,1.7766832717765049
ENSG00000118520,Q61176,ENSMUSG00000019987,21726.8789564935,1.7766832717765049
ENSG00000120265,P23506,ENSMUSG00000019795,759.289096683135,0.32872906895640003
ENSG00000120265,P23506,ENSMUSG00000019795,759.289096683135,0.32872906895640003
ENSG00000120860,Q9CR27,ENSMUSG00000020056,301.361573409107,-0.6270374541207951
ENSG00000120860,Q9CR27,ENSMUSG00000020056,301.361573409107,-0.6270374541207951
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,541.73828266933,-1.3682968241833482
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,541.73828266933,-1.3682968241833482
ENSG00000122884,Q60715,ENSMUSG00000019916,361.723044697473,-0.17701010404811457
ENSG00000122884,Q60715,ENSMUSG00000019916,361.723044697473,-0.17701010404811457
ENSG00000122958,P40336,ENSMUSG00000020078,679.654441045088,0.08557980594113278
ENSG00000122958,P40336,ENSMUSG00000020078,679.654441045088,0.08557980594113278
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,358.324996038854,0.13203245101764421
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,358.324996038854,0.13203245101764421
ENSG00000130349,Q9CQF4,ENSMUSG00000019797,546.921310215145,
ENSG00000130479,Q8C052,ENSMUSG00000019261,207.833806814423,
ENSG00000131100,P50518,ENSMUSG00000019210,1000.75661433945,0.6973368653236215
ENSG00000131100,P50518,ENSMUSG00000019210,1000.75661433945,0.6973368653236215
ENSG00000131471,O70423,ENSMUSG00000019326,1.03899606048892,-1.8422467737162462
ENSG00000131471,O70423,ENSMUSG00000019326,1.03899606048892,-1.8422467737162462
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,3945.52946780522,0.6952551116094925
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,3945.52946780522,0.6952551116094925
ENSG00000133773,Q8R2N0,ENSMUSG00000019897,427.35554169955,1.3934962803490083
ENSG00000135587,O70572,ENSMUSG00000019822,475.750655167931,-0.43949263756551854
ENSG00000135597,O54916,ENSMUSG00000019854,498.027227000134,
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,589.867476542571,0.30132598346997214
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,589.867476542571,0.30132598346997214
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,209.031558737251,-1.3323276969255204
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,209.031558737251,-1.3323276969255204
ENSG00000139343,P62307,ENSMUSG00000020018,108.178803536262,
ENSG00000141030,O88543,ENSMUSG00000019373,840.808226671089,-0.5369577672607054
ENSG00000141030,O88543,ENSMUSG00000019373,840.808226671089,-0.5369577672607054
ENSG00000141738,Q03160,ENSMUSG00000019312,2595.90666842658,-1.0833613693123896
ENSG00000141738,Q03160,ENSMUSG00000019312,2595.90666842658,-1.0833613693123896
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1494.81353154899,0.5430328469584478
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1494.81353154899,0.5430328469584478
ENSG00000146648,Q01279,ENSMUSG00000020122,1301.23630534149,-0.6014866138213134
ENSG00000146648,Q01279,ENSMUSG00000020122,1301.23630534149,-0.6014866138213134
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,2399.02533577841,0.5734869887809256
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,2399.02533577841,0.5734869887809256
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,639.541401519169,
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,639.541401519169,
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,1116.85171646058,-0.9314580678530884
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,1116.85171646058,-0.9314580678530884
ENSG00000137106,Q91Z53,ENSMUSG00000035637,1554.15214424909,1.0134172490347066
ENSG00000137106,Q91Z53,ENSMUSG00000035637,1554.15214424909,1.0134172490347066
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,1346.1329099626,0.7551599778132129
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,1346.1329099626,0.7551599778132129
ENSG00000138663,O88544,ENSMUSG00000035297,492.745157662274,0.25973414572094894
ENSG00000138663,O88544,ENSMUSG00000035297,492.745157662274,0.25973414572094894
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2368.54196824403,0.9054160697675764
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2368.54196824403,0.9054160697675764
ENSG00000138750,Q8BTS4,ENSMUSG00000034826,246.026328606463,-1.1271092594569867
ENSG00000143891,Q8K157,ENSMUSG00000035473,1646.81086537195,0.15871331039512493
ENSG00000143891,Q8K157,ENSMUSG00000035473,1646.81086537195,0.15871331039512493
ENSG00000144746,Q8R5J9,ENSMUSG00000035199,407.261527331595,-0.24952354554425635
ENSG00000145016,Q80U62,ENSMUSG00000035629,457.923557943249,0.015044455790430475
ENSG00000145016,Q80U62,ENSMUSG00000035629,457.923557943249,0.015044455790430475
ENSG00000145321,P21614,ENSMUSG00000035540,125047.174665522,0.6973368653236215
ENSG00000145321,P21614,ENSMUSG00000035540,125047.174665522,0.6973368653236215
ENSG00000149243,Q9CZ49,ENSMUSG00000035298,0.0,0.6678494248610453
ENSG00000149532,Q8BTV2,ENSMUSG00000034820,1722.0618328397,-1.6337052776303043
ENSG00000151365,Q62264,ENSMUSG00000035686,8162.216673122,-0.2286703867211845
ENSG00000151365,Q62264,ENSMUSG00000035686,8162.216673122,-0.2286703867211845
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,73.848191253533,-0.9525961556628371
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,73.848191253533,-0.9525961556628371
ENSG00000151500,Q91YJ3,ENSMUSG00000035443,533.630917105736,1.9794278514043306
ENSG00000158555,Q640M6,ENSMUSG00000035314,24.5429417341559,0.018767084419365587
ENSG00000162390,Q8VHQ9,ENSMUSG00000034853,149.999989420167,-0.3962949495499439
ENSG00000166173,Q8BN59,ENSMUSG00000034839,0.0,-1.9079856280044454
ENSG00000167657,O54784,ENSMUSG00000034974,487.468572024522,0.015044455790430475
ENSG00000167657,O54784,ENSMUSG00000034974,487.468572024522,0.015044455790430475
ENSG00000167658,P58252,ENSMUSG00000034994,14150.5406997225,0.8984323035023648
ENSG00000167658,P58252,ENSMUSG00000034994,14150.5406997225,0.8984323035023648
ENSG00000170892,Q8BMZ5,ENSMUSG00000035585,328.699282228739,
ENSG00000173812,P48024,ENSMUSG00000035530,8558.50660080253,-0.7494764852903052
ENSG00000173812,P48024,ENSMUSG00000035530,8558.50660080253,-0.7494764852903052
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P24457,ENSMUSG00000068085,16.9692311407389,-1.4633821001860303
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000100197,P11714,ENSMUSG00000068086,654.45458891024,-0.846629865576649
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,749.038927410212,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,749.038927410212,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,749.038927410212,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,749.038927410212,
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,618.963240983215,0.17833174687759953
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,618.963240983215,0.17833174687759953
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,618.963240983215,0.17833174687759953
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,618.963240983215,0.17833174687759953
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000100883,P14576,ENSMUSG00000073079,563.897519563389,0.8718651507788189
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,3817.27211370132,1.0789949016399578
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,3817.27211370132,1.0789949016399578
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,3817.27211370132,1.0789949016399578
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,3817.27211370132,1.0789949016399578
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000111640,P16858,ENSMUSG00000057666,7421.37981484348,3.2258394899562792
ENSG00000115541,Q64433,ENSMUSG00000073676,3188.31614600643,-0.3597637138891093
ENSG00000115541,Q64433,ENSMUSG00000073676,3188.31614600643,-0.3597637138891093
ENSG00000115541,Q64433,ENSMUSG00000073676,3188.31614600643,-0.3597637138891093
ENSG00000115541,Q64433,ENSMUSG00000073676,3188.31614600643,-0.3597637138891093
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000160111,P28666,ENSMUSG00000030131,14062.1940303468,-1.9472802323317695
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000126838,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000160111,P28665,ENSMUSG00000059908,29654.3734708991,-0.38049870373497324
ENSG00000185515,P46737,ENSMUSG00000031201,267.247702419371,-0.5132829447771576
ENSG00000185515,P46737,ENSMUSG00000031201,267.247702419371,-0.5132829447771576
ENSG00000185515,P46737,ENSMUSG00000031201,267.247702419371,-0.5132829447771576
ENSG00000185515,P46737,ENSMUSG00000031201,267.247702419371,-0.5132829447771576
ENSG00000127578,Q8R0S6,ENSMUSG00000071192,16.7739258153737,0.7035599735531629
ENSG00000128309,Q99J99,ENSMUSG00000071711,1798.05373017484,0.6495765241743559
ENSG00000128309,Q99J99,ENSMUSG00000071711,1798.05373017484,0.6495765241743559
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,999.517046383952,0.08382337525523502
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,999.517046383952,0.08382337525523502
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1105.13468314252,0.820597226250792
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1105.13468314252,0.820597226250792
ENSG00000141378,Q8R2Y8,ENSMUSG00000072582,290.199387248284,
ENSG00000143839,P06281,ENSMUSG00000070645,0.0,0.1252659811731937
ENSG00000143845,A7MCT6,ENSMUSG00000070644,5968.8989277664,
ENSG00000143845,A7MCT6,ENSMUSG00000070644,5968.8989277664,
ENSG00000149257,P19324,ENSMUSG00000070436,272.748314834164,-0.38837014359176486
ENSG00000149257,P19324,ENSMUSG00000070436,272.748314834164,-0.38837014359176486
ENSG00000149480,Q9R190,ENSMUSG00000071646,1059.22161883939,-0.9231087152002614
ENSG00000149480,Q9R190,ENSMUSG00000071646,1059.22161883939,-0.9231087152002614
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2072.33808918907,-0.22637616733597052
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2072.33808918907,-0.22637616733597052
ENSG00000165215,Q9Z0G9,ENSMUSG00000070473,2059.64016869362,0.8798988896294417
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,1690.35642384184,0.9295358078151691
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,1690.35642384184,0.9295358078151691
ENSG00000167552,P68369,ENSMUSG00000072235,178.17693700248,0.4670395586489713
ENSG00000167552,P68369,ENSMUSG00000072235,178.17693700248,0.4670395586489713
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2385.20791149612,-1.0597463358061976
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2385.20791149612,-1.0597463358061976
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2385.20791149612,-1.0597463358061976
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2385.20791149612,-1.0597463358061976
ENSG00000172828,Q63880,ENSMUSG00000069922,14474.9192564286,0.005685683606846367
ENSG00000172828,Q63880,ENSMUSG00000069922,14474.9192564286,0.005685683606846367
ENSG00000172828,Q63880,ENSMUSG00000069922,14474.9192564286,0.005685683606846367
