human_ensembl_gene_id,mouse_accession,mouse_ensembl_gene_id,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot
ENSG00000139547,O88451,ENSMUSG00000040134,27565.5268500722,217.0
ENSG00000139547,O88451,ENSMUSG00000040134,27565.5268500722,217.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000139547,O54909,ENSMUSG00000069456,1864.71388777067,22.0
ENSG00000159596,Q3KQJ0,ENSMUSG00000055900,203.024349316333,15.2
ENSG00000163220,P31725,ENSMUSG00000056071,238.049262338569,22.0
ENSG00000163220,P31725,ENSMUSG00000056071,238.049262338569,22.0
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,143.613087112138,11.0
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,143.613087112138,11.0
ENSG00000136881,Q91X34,ENSMUSG00000039653,6032.63345886057,79.7
ENSG00000136881,Q91X34,ENSMUSG00000039653,6032.63345886057,79.7
ENSG00000137944,Q71RI9,ENSMUSG00000040213,4236.3840186213,59.6
ENSG00000137944,Q71RI9,ENSMUSG00000040213,4236.3840186213,59.6
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,3894.59956144609,50.4
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,3894.59956144609,50.4
ENSG00000145041,Q80TR8,ENSMUSG00000040325,459.361930490024,13.1
ENSG00000147586,Q9CY16,ENSMUSG00000040269,708.17238913235,86.2
ENSG00000147586,Q9CY16,ENSMUSG00000040269,708.17238913235,86.2
ENSG00000148965,P31532,ENSMUSG00000040017,4840.41545750333,
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,5268.2541893513,163.7
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,5268.2541893513,163.7
ENSG00000153956,O08532,ENSMUSG00000040118,17.0367313866932,96.3
ENSG00000162654,Q61107,ENSMUSG00000028268,608.572192057751,17.6
ENSG00000162654,Q61107,ENSMUSG00000028268,608.572192057751,17.6
ENSG00000162654,Q61107,ENSMUSG00000028268,608.572192057751,17.6
ENSG00000162654,Q61107,ENSMUSG00000028268,608.572192057751,17.6
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000163565,Q8BV49,ENSMUSG00000043263,52.8518201791672,9.1
ENSG00000165325,Q7M6Y5,ENSMUSG00000039977,0.953305702860937,18.9
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1546.94355883103,93.1
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1546.94355883103,93.1
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,182.229606128744,100.7
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,182.229606128744,100.7
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,2320.21696506024,51.7
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,2320.21696506024,51.7
ENSG00000112339,Q69ZS7,ENSMUSG00000019977,1177.80184386901,
ENSG00000112357,P97865,ENSMUSG00000020003,1926.46974698456,46.5
ENSG00000112357,P97865,ENSMUSG00000020003,1926.46974698456,46.5
ENSG00000112394,Q3U9N9,ENSMUSG00000019838,2403.16996498505,78.5
ENSG00000112769,P97927,ENSMUSG00000019846,45.4476756256286,7.1
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,667.405544663062,80.6
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,667.405544663062,80.6
ENSG00000114841,E9Q8T7,ENSMUSG00000019027,0.991788293879853,57.2
ENSG00000115956,Q9JHK5,ENSMUSG00000020120,49.3089890934344,16.7
ENSG00000118520,Q61176,ENSMUSG00000019987,37703.2881351473,276.1
ENSG00000118520,Q61176,ENSMUSG00000019987,37703.2881351473,276.1
ENSG00000120265,P23506,ENSMUSG00000019795,740.40411905888,73.0
ENSG00000120265,P23506,ENSMUSG00000019795,740.40411905888,73.0
ENSG00000120860,Q9CR27,ENSMUSG00000020056,420.951271959078,29.2
ENSG00000120860,Q9CR27,ENSMUSG00000020056,420.951271959078,29.2
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,767.224996984985,10.2
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,767.224996984985,10.2
ENSG00000122884,Q60715,ENSMUSG00000019916,201.135500905289,55.2
ENSG00000122884,Q60715,ENSMUSG00000019916,201.135500905289,55.2
ENSG00000122958,P40336,ENSMUSG00000020078,890.211981043204,66.7
ENSG00000122958,P40336,ENSMUSG00000020078,890.211981043204,66.7
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,711.584435332194,69.3
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,711.584435332194,69.3
ENSG00000130349,Q9CQF4,ENSMUSG00000019797,582.095458902254,
ENSG00000130479,Q8C052,ENSMUSG00000019261,181.139790459303,
ENSG00000131100,P50518,ENSMUSG00000019210,1705.76234276083,107.6
ENSG00000131100,P50518,ENSMUSG00000019210,1705.76234276083,107.6
ENSG00000131471,O70423,ENSMUSG00000019326,7.00778306223846,11.5
ENSG00000131471,O70423,ENSMUSG00000019326,7.00778306223846,11.5
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,2954.72122693088,126.2
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,2954.72122693088,126.2
ENSG00000133773,Q8R2N0,ENSMUSG00000019897,423.812037467355,211.5
ENSG00000135587,O70572,ENSMUSG00000019822,515.812188802422,34.7
ENSG00000135597,O54916,ENSMUSG00000019854,360.193324383526,
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,669.243839148472,59.7
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,669.243839148472,59.7
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,186.314164247145,20.7
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,186.314164247145,20.7
ENSG00000139343,P62307,ENSMUSG00000020018,63.1871871841005,
ENSG00000141030,O88543,ENSMUSG00000019373,942.911632692642,33.3
ENSG00000141030,O88543,ENSMUSG00000019373,942.911632692642,33.3
ENSG00000141738,Q03160,ENSMUSG00000019312,2190.00713751699,22.9
ENSG00000141738,Q03160,ENSMUSG00000019312,2190.00713751699,22.9
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1783.69409161982,81.4
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1783.69409161982,81.4
ENSG00000146648,Q01279,ENSMUSG00000020122,1922.51087832238,39.7
ENSG00000146648,Q01279,ENSMUSG00000020122,1922.51087832238,39.7
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,4477.98066928067,66.0
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,4477.98066928067,66.0
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,539.932761962029,
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,539.932761962029,
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,656.605942120117,22.4
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,656.605942120117,22.4
ENSG00000137106,Q91Z53,ENSMUSG00000035637,2132.43554693862,146.7
ENSG00000137106,Q91Z53,ENSMUSG00000035637,2132.43554693862,146.7
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,1578.19199500447,87.6
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,1578.19199500447,87.6
ENSG00000138663,O88544,ENSMUSG00000035297,700.570549565877,66.5
ENSG00000138663,O88544,ENSMUSG00000035297,700.570549565877,66.5
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2722.1547934259,139.4
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2722.1547934259,139.4
ENSG00000138750,Q8BTS4,ENSMUSG00000034826,251.50203958397,26.8
ENSG00000143891,Q8K157,ENSMUSG00000035473,2045.40667610997,66.9
ENSG00000143891,Q8K157,ENSMUSG00000035473,2045.40667610997,66.9
ENSG00000144746,Q8R5J9,ENSMUSG00000035199,777.325897426435,26.8
ENSG00000145016,Q80U62,ENSMUSG00000035629,298.66655003625,63.8
ENSG00000145016,Q80U62,ENSMUSG00000035629,298.66655003625,63.8
ENSG00000145321,P21614,ENSMUSG00000035540,158351.76722775,105.7
ENSG00000145321,P21614,ENSMUSG00000035540,158351.76722775,105.7
ENSG00000149243,Q9CZ49,ENSMUSG00000035298,1.14610336808308,109.9
ENSG00000149532,Q8BTV2,ENSMUSG00000034820,924.137555945643,16.4
ENSG00000151365,Q62264,ENSMUSG00000035686,8694.66176704287,45.0
ENSG00000151365,Q62264,ENSMUSG00000035686,8694.66176704287,45.0
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,95.8243750374233,27.1
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,95.8243750374233,27.1
ENSG00000151500,Q91YJ3,ENSMUSG00000035443,524.435580281428,320.5
ENSG00000158555,Q640M6,ENSMUSG00000035314,8.17257719117963,56.7
ENSG00000162390,Q8VHQ9,ENSMUSG00000034853,228.253341514699,41.7
ENSG00000166173,Q8BN59,ENSMUSG00000034839,0.0,12.9
ENSG00000167657,O54784,ENSMUSG00000034974,513.490360860687,49.2
ENSG00000167657,O54784,ENSMUSG00000034974,513.490360860687,49.2
ENSG00000167658,P58252,ENSMUSG00000034994,15346.9991122428,121.4
ENSG00000167658,P58252,ENSMUSG00000034994,15346.9991122428,121.4
ENSG00000170892,Q8BMZ5,ENSMUSG00000035585,525.556626015399,
ENSG00000173812,P48024,ENSMUSG00000035530,10667.6304365802,30.5
ENSG00000173812,P48024,ENSMUSG00000035530,10667.6304365802,30.5
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P24457,ENSMUSG00000068085,10.729966627914,10.9
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000100197,P11714,ENSMUSG00000068086,545.352178176104,20.5
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,862.687854512194,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,862.687854512194,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,862.687854512194,
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,862.687854512194,
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,983.682915795766,49.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,983.682915795766,49.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,983.682915795766,49.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,983.682915795766,49.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000100883,P14576,ENSMUSG00000073079,758.471430029565,118.7
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2950.90227401543,167.1
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2950.90227401543,167.1
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2950.90227401543,167.1
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2950.90227401543,167.1
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000111640,P16858,ENSMUSG00000057666,6498.97651048093,830.4
ENSG00000115541,Q64433,ENSMUSG00000073676,4960.30813052932,36.9
ENSG00000115541,Q64433,ENSMUSG00000073676,4960.30813052932,36.9
ENSG00000115541,Q64433,ENSMUSG00000073676,4960.30813052932,36.9
ENSG00000115541,Q64433,ENSMUSG00000073676,4960.30813052932,36.9
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000160111,P28666,ENSMUSG00000030131,12427.7427822199,11.1
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000126838,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000160111,P28665,ENSMUSG00000059908,46931.0218344051,50.3
ENSG00000185515,P46737,ENSMUSG00000031201,399.154692037303,36.8
ENSG00000185515,P46737,ENSMUSG00000031201,399.154692037303,36.8
ENSG00000185515,P46737,ENSMUSG00000031201,399.154692037303,36.8
ENSG00000185515,P46737,ENSMUSG00000031201,399.154692037303,36.8
ENSG00000127578,Q8R0S6,ENSMUSG00000071192,13.5924003484547,104.6
ENSG00000128309,Q99J99,ENSMUSG00000071711,2022.70174207189,98.3
ENSG00000128309,Q99J99,ENSMUSG00000071711,2022.70174207189,98.3
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,1142.36756327629,63.0
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,1142.36756327629,63.0
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1264.66181639114,108.7
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1264.66181639114,108.7
ENSG00000141378,Q8R2Y8,ENSMUSG00000072582,427.261489814643,
ENSG00000143839,P06281,ENSMUSG00000070645,0.0,46.6
ENSG00000143845,A7MCT6,ENSMUSG00000070644,6758.72443277762,
ENSG00000143845,A7MCT6,ENSMUSG00000070644,6758.72443277762,
ENSG00000149257,P19324,ENSMUSG00000070436,235.859770876914,47.4
ENSG00000149257,P19324,ENSMUSG00000070436,235.859770876914,47.4
ENSG00000149480,Q9R190,ENSMUSG00000071646,793.338343747381,29.2
ENSG00000149480,Q9R190,ENSMUSG00000071646,793.338343747381,29.2
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2783.85905456006,51.8
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2783.85905456006,51.8
ENSG00000165215,Q9Z0G9,ENSMUSG00000070473,2372.51033401856,108.8
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,3139.85571656005,69.1
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,3139.85571656005,69.1
ENSG00000167552,P68369,ENSMUSG00000072235,160.949635233654,73.8
ENSG00000167552,P68369,ENSMUSG00000072235,160.949635233654,73.8
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,5974.31782003618,24.8
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,5974.31782003618,24.8
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,5974.31782003618,24.8
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,5974.31782003618,24.8
ENSG00000172828,Q63880,ENSMUSG00000069922,18753.6083074539,58.1
ENSG00000172828,Q63880,ENSMUSG00000069922,18753.6083074539,58.1
ENSG00000172828,Q63880,ENSMUSG00000069922,18753.6083074539,58.1
ENSG00000172828,Q63880,ENSMUSG00000069922,18753.6083074539,58.1
ENSG00000173540,Q8BTZ7,ENSMUSG00000070284,349.106576837314,37.5
ENSG00000173540,Q8BTZ7,ENSMUSG00000070284,349.106576837314,37.5
ENSG00000173821,E9Q555,ENSMUSG00000070327,2684.09349561686,74.8
ENSG00000173821,E9Q555,ENSMUSG00000070327,2684.09349561686,74.8
ENSG00000178057,Q9JKL4,ENSMUSG00000070283,360.916685078966,20.9
ENSG00000178057,Q9JKL4,ENSMUSG00000070283,360.916685078966,20.9
ENSG00000185085,Q8CHT3,ENSMUSG00000071652,178.833426097898,
ENSG00000147955,O55242,ENSMUSG00000036078,3660.02644310101,32.4
ENSG00000147955,O55242,ENSMUSG00000036078,3660.02644310101,32.4
ENSG00000153902,Q8K1S1,ENSMUSG00000036560,9.91560831860133,
ENSG00000162066,Q8JZV7,ENSMUSG00000036820,307.927404676489,19.0
ENSG00000162066,Q8JZV7,ENSMUSG00000036820,307.927404676489,19.0
ENSG00000162910,Q9CZ83,ENSMUSG00000036860,607.7603972465,
ENSG00000162910,Q9CZ83,ENSMUSG00000036860,607.7603972465,
ENSG00000164967,Q99JH1,ENSMUSG00000036114,377.930881165107,21.4
ENSG00000166387,O35711,ENSMUSG00000036528,365.515477115813,
ENSG00000166387,O35711,ENSMUSG00000036528,365.515477115813,
ENSG00000167315,Q8BWT1,ENSMUSG00000036880,14561.903269086,200.1
ENSG00000167315,Q8BWT1,ENSMUSG00000036880,14561.903269086,200.1
ENSG00000167491,Q8CHY6,ENSMUSG00000036180,782.540276566832,
ENSG00000169313,Q9CPV9,ENSMUSG00000036353,19.4530905325572,277.7
ENSG00000172380,Q9DAS9,ENSMUSG00000036402,743.132379435386,100.2
ENSG00000172939,Q6P9R2,ENSMUSG00000036737,437.856930849378,61.2
ENSG00000172939,Q6P9R2,ENSMUSG00000036737,437.856930849378,61.2
ENSG00000181467,P61226,ENSMUSG00000036894,51.2656709998989,12.6
ENSG00000181467,P61226,ENSMUSG00000036894,51.2656709998989,12.6
ENSG00000186010,Q9ERS2,ENSMUSG00000036199,4400.46991316225,62.3
ENSG00000186010,Q9ERS2,ENSMUSG00000036199,4400.46991316225,62.3
ENSG00000095539,Q9WUH7,ENSMUSG00000025207,10949.9693768099,
ENSG00000107566,Q91X78,ENSMUSG00000025198,536.208205967494,
ENSG00000107566,Q91X78,ENSMUSG00000025198,536.208205967494,
ENSG00000107581,P23116,ENSMUSG00000024991,3897.42604463957,60.9
ENSG00000107581,P23116,ENSMUSG00000024991,3897.42604463957,60.9
ENSG00000107789,Q9Z2L6,ENSMUSG00000024896,518.027591765522,15.2
ENSG00000107819,Q91V61,ENSMUSG00000025212,41.6651760281106,3.3
ENSG00000107819,Q91V61,ENSMUSG00000025212,41.6651760281106,3.3
ENSG00000108039,Q6P1B1,ENSMUSG00000025027,458.170861053245,75.3
ENSG00000108039,Q6P1B1,ENSMUSG00000025027,458.170861053245,75.3
ENSG00000108055,Q9CW03,ENSMUSG00000024974,485.967077347584,73.5
ENSG00000108055,Q9CW03,ENSMUSG00000024974,485.967077347584,73.5
ENSG00000110075,Q922D4,ENSMUSG00000024908,1052.64185294974,67.0
